token,frequency
23457760,1
23462782,1
23469379,1
23469793,1
23471,1
23484689,1
23492,1
2350,1
23503397,1
23513154,1
23514936,1
23536814,1
23555046,1
2356,1
23565592,1
23566906,1
23572,1
23596485,1
236,1
23605071,1
23609604,1
23642778,1
23642984,1
23665642,1
23702005,1
23703439,1
23716402,1
23732411,1
23743007,1
23747,1
23747388,1
23754034,1
23755056,1
23777136,1
23797,1
23798377,1
23798893,1
237H6,1
23805808,1
23818812,1
23840617,1
23841,1
23846841,1
23868397,1
23871904,1
23873239,1
23875782,1
23887203,1
23890,1
238I1,1
238TH,1
2391414475,1
2391552500,1
2391746137,1
23919542,1
23920858,1
2393,1
2393665822,1
2393678474,1
2393731710,1
2394047266,1
2394676751,1
23946794,1
2394720550,1
2395780535,1
2396133160,1
23962132,1
2396608237,1
2397107520,1
2398,1
2398465104,1
23984672,1
23984762,1
2398778425,1
23989879,1
23F,1
23TH,1
24001430,1
24014901,1
24022758,1
24026,1
2403,1
24041091,1
24073506,1
24083606,1
24085241,1
24110899,1
24110989,1
24141223,1
24145,1
24149595,1
24161071,1
24174029,1
241SW,1
24206,1
24221604,1
24230149,1
24231637,1
24233488,1
24245295,1
2425,1
24254295,1
24265597,1
24277542,1
24281940,1
24317,1
2432,1
24341190,1
24344604,1
24348689,1
24359663,1
24372,1
24384698,1
24384869,1
24401901,1
24420102,1
24450372,1
24452473,1
24453319,1
24460775,1
24471256,1
245,1
24504823,1
24540,1
2454B41,1
2455,1
24562237,1
24562876,1
24567345,1
24570609,1
24570690,1
24572857,1
24576009,1
24577929,1
24592822,1
24599740,1
24605,1
24611071,1
24617101,1
24624758,1
24633385,1
24633835,1
24633853,1
24645927,1
24652190,1
24665644,1
24669483,1
2468,1
24680962,1
24684691,1
24703506,1
24706726,1
24708795,1
2471,1
24716010,1
2472,1
24731742,1
24747400,1
24749774,1
2475,1
24752587,1
24770844,1
24772514,1
24777607,1
24791504,1
24791540,1
247C2,1
247E5,1
2484,1
24867344,1
24879452,1
24889164,1
24906119,1
24906191,1
24914572,1
24931442,1
24934142,1
2495,1
24967410,1
24N75,1
25009891,1
25029651,1
2504,1
25044952,1
25051211,1
25052111,1
25056419,1
25057746,1
25057764,1
2507,1
25077436,1
25077463,1
2508,1
2509,1
25097616,1
25104581,1
25112822,1
25146636,1
25150,1
25163480,1
25170,1
25179939,1
2518,1
25185706,1
25187560,1
25188585,1
25191895,1
251E,1
25217646,1
25219218,1
25221415,1
25264036,1
25270875,1
2529,1
25296231,1
25301,1
25305277,1
25319436,1
25321080,1
25328716,1
25350277,1
25351945,1
25393757,1
25406,1
25406889,1
25409443,1
25421209,1
25425839,1
25426824,1
25426842,1
25439075,1
2545374654,1
25460930,1
2546145730,1
25462786,1
2546317337,1
25480112,1
25481021,1
25492822,1
25499704,1
2551,1
25515119,1
25520254,1
25522768,1
25524,1
25567915,1
25576915,1
25583795,1
255WALKER,1
25617632,1
25653798,1
25653987,1
25661860,1
25667,1
256STH,1
25719453,1
25747,1
2576,1
2577,1
25787,1
25796986,1
25799518,1
258,1
25815760,1
25818585,1
25822620,1
25825325,1
25826220,1
25833587,1
2584,1
25850,1
25857866,1
25859531,1
25874759,1
25883580,1
25884156,1
25921664,1
2593,1
25937919,1
25944519,1
25944591,1
25949740,1
25967986,1
25970478,1
25976986,1
25996345,1
25996464,1
26,1
26017,1
26031655,1
26052191,1
26055185,1
26070201,1
26071685,1
26109039,1
26109309,1
26111,1
26119889,1
26119898,1
26125060,1
26125600,1
26146381,1
26193626,1
26199603,1
2620,1
26201164,1
26206258,1
26235895,1
26235985,1
26237074,1
26293416,1
26305017,1
26314977,1
26321185,1
26324778,1
2634,1
26381963,1
26395523,1
26402548,1
26409062,1
26414969,1
26465644,1
26470312,1
26474810,1
26474942,1
26478031,1
26478410,1
26481318,1
26489307,1
26505185,1
26506867,1
26528179,1
26578789,1
26585839,1
26608213,1
26623893,1
26627990,1
26629970,1
26637714,1
2664,1
26644523,1
26658998,1
2668,1
26685998,1
267,1
26700417,1
2672,1
26727504,1
26739041,1
2680,1
26806788,1
26808105,1
26808680,1
26810018,1
26813963,1
26818151,1
26826091,1
2684,1
26849307,1
26860,1
26876926,1
26876962,1
26880680,1
26894,1
269,1
2691,1
26910,1
26935,1
26940062,1
26944045,1
26948,1
2702,1
27049855,1
27074858,1
2709S6,1
270G96,1
271,1
2713,1
27136037,1
27136370,1
27143015,1
27144932,1
27149432,1
27162747,1
2717,1
27184868,1
27191193,1
27196374,1
27200,1
2721,1
27218024,1
2725,1
2727,1
27284,1
27314,1
27316307,1
2737,1
27371346,1
27414029,1
2743,1
27431490,1
27447400,1
2745,1
2756,1
27582,1
27619,1
27626,1
27766,1
2790,1
27911139,1
27989,1
27R42,1
28022,1
28050,1
28091J1,1
280N034,1
281,1
2811722541,1
2811851257,1
28121,1
2812308086,1
2812372562,1
2812382824,1
2813250167,1
2813384857,1
2813401131,1
2813565062,1
2813833485,1
28141,1
2814288513,1
2814308487,1
28146300,1
28158013,1
28164D,1
2816636421,1
2817461481,1
2818267520,1
28193102,1
2828,1
28286056,1
28294,1
2830,1
2833,1
2835NE,1
28402,1
28407,1
2845,1
28475093,1
28518585,1
28559531,1
2856,1
28745,1
2878,1
2885,1
28H,1
28NARANJA,1
290,1
29109495,1
29131,1
29151,1
29179,1
29266,1
292663,1
29301224,1
29315,1
29347,1
293O357,1
29420,1
2946,1
29463381,1
29596446,1
29625,1
29660748,1
2968,1
29743,1
2976,1
297TH,1
29892,1
29971,1
29H,1
29Z04,1
2AB,1
2B06,1
2E04,1
2G021,1
2H,1
2I9,1
2J07,1
2K049,1
2P06,1
2S634,1
2V0321,1
2Z012,1
30,1
3001,1
300806,1
300A,1
30127,1
30176,1
3026,1
3030,1
30300,1
3036,1
3046,1
3051085434,1
3051186360,1
3051364824,1
3052014431,1
3052255732,1
3052355088,1
3052362313,1
3052385333,1
3052424665,1
3052584800,1
3052782528,1
3053013863,1
3053162075,1
3053181522,1
3053748608,1
3054124584,1
3054237026,1
3054262566,1
3054343371,1
3054370047,1
3054673244,1
3055226367,1
3055525486,1
3055603587,1
3056521001,1
3057148148,1
3057253103,1
3060,1
3061,1
3064,1
30661,1
30806,1
30A,1
3103876854,1
3105365702,1
3109,1
3112,1
31158,1
312366,1
3125,1
3126,1
3127,1
3130WEGA,1
3139,1
31446,1
3154,1
3161,1
3166,1
3176,1
318,1
3186,1
3191,1
31954,1
319V,1
31O1,1
32025,1
32043,1
32046,1
3205,1
32056,1
32059,1
3206,1
3207,1
32085,1
3208H4,1
3209,1
32092,1
321,1
3210,1
32113,1
32117,1
32120,1
3212148355,1
32127,1
32128,1
3213,1
32139,1
3214366046,1
3214432338,1
3214505563,1
3214544203,1
3215103015,1
3216088087,1
32168068,1
32169,1
3217,1
32176,1
32193,1
321L29,1
322,1
32208,1
32209,1
3221MONTANA,1
3227,1
3227H7,1
322G47,1
3230,1
32301,1
32304,1
3231060330,1
3231082706,1
32327,1
3233010011,1
32347,1
3235405201,1
3238,1
3238175313,1
32388816,1
32405,1
32439J,1
32448,1
32458,1
3247,1
32477938,1
325,1
32516,1
3253,1
32535,1
3254,1
32548,1
32566,1
32567984,1
32568,1
32571,1
32602,1
32607,1
32609,1
32615043,1
32640,1
3265,1
327,1
3270,1
32703V,1
32716,1
3274,1
32746,1
32757H,1
3277,1
32792,1
32795,1
32805Y,1
32806,1
3280I7,1
32817,1
32822,1
32839,1
32846841,1
3285,1
3287,1
32875728,1
32902,1
32904242,1
3291,1
32922,1
32927,1
32927W,1
329353216318232,1
32952,1
32958Z,1
3296,1
32961,1
32963910,1
329A09,1
32B833,1
32G110,1
32G872,1
32O459,1
32T569,1
32T818,1
32X872,1
33009,1
3301,1
33013,1
33020,1
3304,1
33040,1
33056,1
33062,1
3306E0,1
3306G5,1
33071K,1
3308,1
33092,1
330P63,1
33115,1
33126,1
33134,1
33135,1
33142,1
33157,1
33165,1
33167,1
33181,1
33183,1
33186M,1
3321,1
3323,1
3325,1
3326,1
3328,1
33315,1
3332U7,1
33334,1
3338,1
333K23,1
3341,1
33411V,1
33419,1
3342,1
33461,1
33462,1
33468,1
334N24,1
3350000000000,1
33509,1
3351,1
335118134564132,1
3352,1
33527,1
3354,1
33559L,1
3356Z6,1
33594,1
33596,1
33596B,1
336,1
33604,1
33618,1
33634,1
33635H,1
3365,1
3367,1
33705I,1
33708,1
33709,1
33710,1
3373,1
33805,1
33821,1
33826,1
33831,1
33841,1
33845,1
3385,1
33860E,1
33873,1
33875,1
33876,1
3387P1,1
33884Q,1
33885,1
338F72,1
3390,1
33905,1
33907,1
33908,1
339152398047236,1
33916,1
33917,1
3392,1
3394,1
33948,1
33950,1
33971,1
3398,1
33A774,1
33B09,1
33B180,1
33D243,1
33H472,1
33J193,1
33O605,1
33P920,1
33U012,1
33Y411,1
340,1
3400,1
3401,1
3409,1
34101,1
34104R,1
3410I2,1
34202,1
3422,1
34232,1
34243,1
34435,1
34446,1
34451,1
34453,1
34453F,1
3447,1
34471,1
34481,1
3449,1
346,1
34603,1
34608,1
34639,1
3467,1
34683,1
34684,1
3471,1
3473W6,1
3474O2,1
34756,1
3476,1
34770,1
34772,1
34778,1
34787,1
34788,1
347D86,1
347N85,1
3484,1
3486,1
34946R,1
34952,1
34978,1
34984,1
34D451,1
34R110,1
34TH,1
3505,1
3521157884,1
3521513745,1
3522,1
3522200152,1
3522780410,1
3523255222,1
3524362330,1
3525035412,1
3525171888,1
3525437676,1
3525778212,1
3526021240,1
3526140078,1
3526421814,1
3526773828,1
3527426267,1
3527801208,1
3528017633,1
3528708361,1
3537,1
354,1
35428,1
3546,1
3549,1
3559,1
3584,1
359,1
360,1
3601,1
3603,1
360338,1
36034,1
36057,1
3606,1
3614,1
3615374624,1
3629,1
3648,1
3650,1
3660,1
3662,1
36655,1
3672,1
367V3,1
3685,1
36921,1
36F41,1
36TBH,1
36Y463,1
37005,1
37052,1
3712,1
3720,1
37205,1
3721,1
37309,1
37334,1
3736,1
37484,1
3753,1
3758,1
3773,1
3776,1
3794,1
37957,1
37TH,1
3800,1
3804,1
38106,1
38139,1
38140,1
3822,1
38313,1
38388,1
384,1
3844,1
3850,1
3862313677,1
3862774843,1
3863271123,1
3863435724,1
3864578223,1
3864815735,1
3865878681,1
3866,1
3866348811,1
3866442252,1
3867058324,1
388,1
38F4,1
3901,1
3902,1
39033,1
3906,1
3908,1
391,1
39159,1
392,1
3920,1
39354,1
3952,1
3970,1
39732,1
3976,1
3979,1
39868,1
39878,1
39901,1
39945,1
39967,1
39P52,1
3A4120,1
3A74,1
3C2583,1
3C673,1
3E3063,1
3F,1
3F3033,1
3F3911,1
3H3403,1
3I3527,1
3I3762,1
3I825,1
3IRD,1
3RDR,1
3RYD,1
3S3472,1
3U191,1
3U3312,1
3W3467,1
3XRD,1
3Y3193,1
4000,1
40025,1
40029,1
40052,1
40083,1
40134,1
4021,1
40251,1
4026,1
40332,1
4035,1
404,1
4043,1
40443,1
40541SUNFLOWER,1
40678,1
406N,1
4071123156,1
4071340017,1
4071401612,1
4071543218,1
4071587457,1
4071720066,1
4071814133,1
4071814255,1
4072455311,1
4072757107,1
4073001483,1
4073347885,1
4074127372,1
4074148040,1
4074281188,1
4074367527,1
4074370581,1
4074630100,1
40747,1
4075,1
4075222330,1
4075361106,1
4075821174,1
4075823352,1
4078030328,1
4078040888,1
4078133483,1
4078163820,1
4078551264,1
4078888474,1
408,1
4081164851,1
4081236105,1
4082011760,1
4082051532,1
4082577235,1
4083441520,1
4084205840,1
4085075843,1
4085811587,1
4086231466,1
4086664680,1
4086731724,1
40874,1
4087503868,1
4088684415,1
4091763738,1
4091874683,1
4092338154,1
4093670684,1
41159,1
41173,1
412,1
41207,1
41253,1
4127,1
41425,1
415,1
4151422025,1
4153827072,1
41549,1
4155420755,1
4156522008,1
4156808654,1
4157582780,1
4158072681,1
4158342512,1
4161,1
42,1
420,1
42027258,1
42055276,1
421,1
4212,1
42120842,1
42147180,1
4218,1
42230419,1
42264758,1
42344604,1
4241284560,1
4241440110,1
42420102,1
4242378620,1
4243327174,1
42435,1
4243581503,1
4243708302,1
4245851661,1
4247316134,1
4247410664,1
4247601677,1
4248320003,1
4248723756,1
42504832,1
42515296,1
42572587,1
42588034,1
42644687,1
4267,1
427,1
42728,1
42731742,1
42757929,1
42782,1
42826,1
42879452,1
42889164,1
429,1
42907,1
42915472,1
42961,1
429D,1
4300,1
4301H15,1
4308,1
430N115,1
4321,1
4323,1
43308,1
43452,1
43467,1
436,1
43705,1
43771,1
4378,1
43861,1
43900,1
43M13,1
43X29,1
44,1
44045,1
44058,1
4406,1
4409,1
44096,1
44121,1
44252,1
44277,1
44302,1
44389,1
449NANCY,1
44TH,1
451Z224,1
45244,1
4526,1
45290,1
452A36,1
452G36,1
453,1
45453,1
4551,1
45752,1
45788,1
45814,1
45824,1
4583,1
45878,1
45X236,1
4605,1
4617,1
4619,1
4620,1
4621,1
46263,1
46279,1
4635,1
4709Q,1
471G9,1
47365,1
4748,1
4758,1
47725,1
4791405662,1
4791788884,1
4791805855,1
4795036140,1
4797027718,1
4797350216,1
4797587241,1
4798445812,1
47D6,1
481,1
4820,1
4836,1
4850,1
4860,1
487,1
4873,1
4885,1
48A10,1
48B305,1
48TYH,1
4920,1
4D242,1
4N5236,1
4THTER,1
4V0808,1
50,1
5002,1
5009,1
5010,1
5012633451,1
5013372148,1
5013538720,1
5014082443,1
5014218356,1
5014665024,1
5014725804,1
5014851012,1
5015147046,1
5016508682,1
5016533882,1
5017004711,1
5017884302,1
501P,1
5021,1
5023,1
5035,1
5042,1
50662,1
507Q,1
5093,1
5096,1
50H07,1
50I2035,1
50TH,1
510,1
5113,1
5121282546,1
5122814031,1
5124,1
5124522110,1
5124576605,1
5126,1
5126420087,1
5126521388,1
5127261108,1
5128206723,1
513F,1
516TEALRIDGE,1
517,1
518,1
5180,1
5201Z,1
52035,1
52057746,1
52110965,1
5214,1
52146663,1
522,1
52328176,1
5234,1
5240,1
52407736,1
5241,1
52534,1
52542023,1
52565415,1
5261,1
52726977,1
527F4,1
52818585,1
52884156,1
5289,1
52976986,1
52ND,1
5301,1
5301645206,1
5301762740,1
5302252361,1
5302281514,1
5302755518,1
5302852240,1
5302872627,1
5303301774,1
5306100562,1
5307541021,1
5307882321,1
5307882633,1
5308841351,1
5325,1
533,1
535,1
536,1
537,1
53N14,1
53W23,1
54,1
5403,1
5417,1
5423,1
5427,1
550,1
55001,1
5503,1
5504,1
5591774710,1
5592164618,1
5592557763,1
5592584340,1
5593151674,1
5593246130,1
5595143787,1
5596104178,1
5596654148,1
5596876205,1
5597404022,1
5598076887,1
5598166810,1
5598886403,1
56,1
5612440855,1
5614031028,1
5614832263,1
5615451417,1
5615822022,1
5616027700,1
5616251085,1
5616453700,1
5616683564,1
5617005660,1
5617803137,1
5618,1
5621385868,1
5622172670,1
5622334653,1
5622443267,1
5622764451,1
5624230280,1
5625128448,1
5625527145,1
5626446027,1
5627357157,1
5628365120,1
562O4,1
563,1
564,1
5691,1
5704,1
570O,1
571,1
5710,1
57A,1
57TH,1
5807,1
5812,1
5817,1
5821,1
5828,1
585,1
586,1
5878,1
5899,1
58P1385,1
58TH,1
5902,1
590STANTON,1
591,1
5964,1
599,1
5C102,1
5E314,1
5J1,1
5J25,1
5O21,1
6010X3,1
6016,1
602,1
6026,1
606,1
607,1
6103,1
6106,1
611,1
6115,1
6132,1
6142,1
614T2,1
6154P,1
6180,1
6181,1
6191171171,1
6191437040,1
6191527760,1
6191555457,1
6191640221,1
6192477665,1
6192820135,1
6193574545,1
6193584254,1
6193710564,1
6193804576,1
6194121204,1
6194167814,1
6194578247,1
6194587548,1
6195317547,1
6195486873,1
6195621034,1
6197135374,1
6197718318,1
6197743477,1
6198100802,1
6198137203,1
6198550121,1
61ST,1
61STC,1
61V32,1
62052119,1
6211,1
62133091,1
622,1
6228,1
62469483,1
6257,1
6261648208,1
6263770560,1
6264616850,1
6265283451,1
6266343212,1
6266350464,1
6268100348,1
6268650002,1
62849307,1
6290,1
62916805,1
62941317,1
6295,1
62N,1
631,1
631A,1
631SA,1
6339,1
634,1
6384,1
639,1
63RD,1
64008,1
6406,1
641X7,1
6483,1
6497,1
64TH,1
65,1
6501226421,1
6501487857,1
6501632231,1
6502262777,1
6505648146,1
6505688414,1
652M9,1
652R9,1
6590,1
660L,1
6611272835,1
6611647467,1
6612,1
6612264005,1
6613482816,1
6613780451,1
6614271281,1
6614507515,1
6614664513,1
6615456367,1
6617856275,1
6618373404,1
6618544464,1
6618575066,1
664A,1
667,1
6697,1
67255,1
676THOMPSON,1
6790,1
67Y05,1
680,1
6814,1
683,1
6836,1
68512,1
68TZH,1
690,1
69036L2,1
6905,1
6917,1
693,1
6952,1
69TH,1
6N367,1
6O4062,1
6THSTRT,1
7000,1
700024,1
7002,1
7019,1
702,1
7051,1
706,1
7071670487,1
7072232154,1
7072246572,1
7075,1
7075270041,1
7075461353,1
7075753670,1
7076140878,1
7076717718,1
7077772718,1
7078171540,1
7078278878,1
7078558783,1
7078747342,1
7083,1
7085,1
7088,1
70T,1
71,1
7101,1
7126,1
712LAKE,1
7131036144,1
7131612584,1
7131682064,1
7132100644,1
7132164816,1
7132844650,1
7133,1
7134344772,1
7134450107,1
7134585162,1
7134638755,1
7135284545,1
7136001836,1
7136283745,1
7136466676,1
7136835662,1
7137211221,1
7137486607,1
7137535400,1
7138637033,1
7141182721,1
7143480078,1
7143485762,1
7143573672,1
7143813533,1
7144617023,1
7145825088,1
7147318400,1
7147336685,1
7147435582,1
7147448636,1
7148100412,1
71640,1
7166,1
71726,1
71753,1
71754,1
71765S,1
71802,1
71923,1
72018,1
72023E,1
72034,1
72050197,1
72050J6,1
72056,1
72076,1
72102,1
72110,1
72136307,1
72142H,1
72143,1
72150,1
72167247,1
721A,1
72206,1
72209,1
72211,1
722Y16,1
722Z10,1
723,1
723018705636127,1
7231,1
72366,1
724,1
72443,1
72459,1
7248,1
7248M2,1
725,1
7250,1
72529,1
72635,1
7272312173,1
7272720604,1
7273268411,1
7273437161,1
7273815477,1
7275127363,1
7275547414,1
72758,1
7276,1
7276102721,1
7276736506,1
7277536183,1
72802,1
7281,1
72837,1
72846,1
72901,1
72903,1
7294J3,1
72D396,1
72L701,1
7308,1
73265R,1
7333,1
7344,1
7350,1
7359I,1
7374B,1
7386,1
74,1
7400,1
7424,1
7452,1
745X9,1
7465,1
7471,1
74TH,1
75013,1
75025,1
7503,1
75030,1
7504,1
75060,1
75062R,1
75074,1
75075E,1
75077,1
7508,1
75081,1
750S62,1
75106,1
75110,1
75119,1
7514,1
75144,1
75150,1
75159,1
7516,1
75161,1
7518Q1,1
75228,1
7524L1,1
75252,1
75287,1
7534,1
7536,1
7538,1
7544,1
75453,1
75482,1
755,1
7556,1
7560,1
7562,1
7563,1
75683,1
75701,1
75701B,1
75706,1
7575,1
75756,1
75757,1
75956,1
75979,1
75A08,1
75F35,1
75F381,1
75H126,1
75J253,1
75O381,1
75W075,1
76,1
76010,1
7601085816,1
7601412375,1
76017,1
7602,1
7602143372,1
7602587052,1
7602714168,1
7603,1
7603522615,1
7604,1
7604164460,1
7604368774,1
7604845012,1
76049,1
7605577325,1
7605688737,1
7606872422,1
7607540015,1
7607615185,1
76107,1
76112,1
76115,1
76148O,1
7618,1
761U23,1
7620,1
76210J,1
7628,1
7629,1
76306,1
76308,1
76380,1
76384,1
76385,1
7653,1
7653J7,1
7653Y7,1
76541,1
7657,1
76712,1
76905,1
76B262,1
76R385,1
76Z210,1
7703,1
77035,1
77051,1
77074,1
77081,1
77083,1
77088,1
7709,1
77092,1
770J90,1
770Q41,1
7713,1
7721067603,1
7721176323,1
7722430120,1
7723274121,1
7727884067,1
7729,1
77301,1
77320,1
77351G,1
77351O,1
77379,1
77385,1
7739,1
77396,1
77396O,1
77399,1
774692816654461,1
77489,1
7749Y2,1
77506,1
7750A6,1
7752,1
77568,1
77571,1
77584,1
77630,1
77631,1
7770,1
77704,1
77706,1
77845,1
77A041,1
77F076,1
77Q305,1
78,1
78006,1
7801,1
78015,1
78045,1
7809,1
78131,1
7814,1
7820,1
78213,1
78228,1
7822G7,1
7825,1
78253,1
78259,1
7825Y9,1
78263,1
782A50,1
782Q01,1
78355,1
7838,1
7840,1
7841,1
784658,1
7848,1
785,1
78501,1
78503,1
78573,1
78628,1
78638,1
78641,1
78646,1
78665,1
7872,1
78721,1
78748,1
78750,1
79102,1
79108,1
79118,1
793R73,1
794038068577807,1
79464O,1
797,1
79701,1
79760,1
798A49,1
79P924,1
79T924,1
7A9109,1
7B5024,1
7B5253,1
7E5044,1
7F8646,1
7H8251,1
7I5035,1
7I6048,1
7K8003,1
7L025,1
7L5029,1
7N2143,1
7N6065,1
7N6301,1
7OTH,1
7P5846,1
7Q9924,1
7R1909,1
7R7511,1
7S2102,1
7T,1
7THC,1
7THP,1
7THST,1
7U2130,1
7U6070,1
7V9925,1
7X5287,1
80,1
8016,1
803,1
8042,1
8051088170,1
8052180607,1
8052633642,1
8053176717,1
8053276237,1
8055700863,1
8056834866,1
8056865875,1
8057343250,1
8058584522,1
8058602663,1
8058726427,1
8061,1
8065180358,1
8066500154,1
8067770376,1
80H,1
80R13,1
810,1
811,1
8113,1
813,1
8132384378,1
8132526878,1
8133117671,1
8133123131,1
8133181152,1
8133364327,1
8133510020,1
8133618368,1
8133683230,1
8133870113,1
8134138162,1
8134564132,1
8135216344,1
8135410862,1
8136045463,1
8136144242,1
8136242513,1
8136648267,1
8137236377,1
8137550147,1
8138170466,1
8142,1
8171337674,1
8171445148,1
8172343314,1
8173740656,1
8173884413,1
8175083147,1
8175475558,1
8177031815,1
818,1
8181073241,1
8181131842,1
8181135804,1
8181141585,1
8181160803,1
8181470512,1
8181578473,1
8181715581,1
8181762371,1
8182203557,1
8182708003,1
8183033806,1
8183205568,1
8183407651,1
8183708065,1
8184088584,1
8184254306,1
8184267622,1
8184422631,1
8184513612,1
8184847716,1
8184871438,1
8185204001,1
8185358151,1
8185446511,1
8186214401,1
8186217618,1
8186371280,1
8186482751,1
8186658610,1
8186676377,1
8187138404,1
8187188340,1
8187200175,1
8187611652,1
8187686853,1
8187822780,1
8187860013,1
8188066238,1
8188177280,1
8188178140,1
8188206638,1
8188338443,1
81I0892,1
82,1
8200,1
8207,1
8211,1
8248,1
825,1
8277,1
829,1
829G,1
8302421336,1
8307502130,1
8307848214,1
8311755562,1
8312148008,1
8312787675,1
8313437864,1
8314150442,1
8314658441,1
8315786085,1
8316375847,1
8316741662,1
8318181222,1
8318214350,1
8329,1
8337,1
834,1
8349,1
8374,1
8401,1
8411,1
8425,1
8440V,1
846,1
84J5,1
84STH,1
8501,1
8501228514,1
8502025766,1
8502170627,1
8502576361,1
8504434570,1
8504615415,1
8504734875,1
8504775118,1
8505062121,1
8505250005,1
8505371377,1
8505506706,1
8505704464,1
8507342215,1
8514,1
852,1
855,1
8561,1
8585127665,1
8588871648,1
85T,1
860,1
86010Z5,1
8603,1
8605,1
8618,1
861SOUTH,1
8621MUIR,1
8631316614,1
8631403834,1
8631421858,1
8631624643,1
8632254017,1
8633514287,1
8633850856,1
8634068077,1
8634455636,1
8635688242,1
8636558446,1
8636621030,1
8638446547,1
8701178628,1
8701206364,1
8701772565,1
8702081665,1
8702536243,1
8703380651,1
8703677451,1
8705202402,1
8705636127,1
8705728032,1
8706873084,1
8715,1
8743,1
879,1
8794,1
87F24,1
8804,1
88105,1
88165,1
881S605,1
8850,1
887,1
888,1
8880,1
88K4,1
8924,1
8942,1
89Y,1
8H,1
90,1
900,1
9000C3,1
9001,1
90016,1
90017,1
90022L,1
90025,1
90035,1
90037,1
9005,1
900D09,1
900S46,1
900T63,1
9010,1
9011,1
901243,1
9015,1
9019,1
90224,1
902474248618255,1
90250O,1
9026,1
90278C,1
90280T,1
9028H0,1
902X93,1
90301,1
90303,1
9033151860,1
9033365470,1
9034778103,1
9034877563,1
9035082685,1
9035736385,1
90362,1
9036644377,1
9037053706,1
904,1
9040,1
90404,1
90408,1
9041371883,1
9042360652,1
9042512160,1
9043382043,1
9043742180,1
9044347360,1
9044441481,1
9044444161,1
9045205513,1
9045235553,1
9045253175,1
9045352608,1
9045810457,1
9045878716,1
9046,1
9046187278,1
9047108750,1
9047856162,1
9048,1
9048141066,1
9048763273,1
9048885065,1
90502,1
90503,1
9062,1
9062G2,1
9063,1
9065,1
906G02,1
90732V,1
908,1
90802,1
90813,1
9091062238,1
9091081524,1
9091245275,1
9091350848,1
9091420781,1
9091575834,1
9091647424,1
9091721604,1
9091754842,1
9091763081,1
9092045385,1
9092108630,1
9092210244,1
9092252601,1
9092324047,1
9092335023,1
9092725744,1
9092775431,1
9092812143,1
9093046405,1
9093208780,1
9093333825,1
9093400346,1
9093541888,1
9093544754,1
9093744311,1
9093771205,1
9093886334,1
9094080217,1
9094125174,1
9094358701,1
9094588781,1
9094705340,1
9095307465,1
9095554484,1
9095718650,1
9095763226,1
9095825134,1
9095834445,1
9096,1
9096003176,1
9096036134,1
9096085762,1
9096462278,1
9096481577,1
9096606447,1
9096630821,1
9096703870,1
9096741014,1
9096774563,1
9096838728,1
9096870486,1
9096887600,1
9097034501,1
9097125855,1
9097145357,1
9097528702,1
9097615004,1
9097842420,1
9098028528,1
9098035768,1
9098341884,1
9098342351,1
9098345050,1
9098471483,1
9098553666,1
9098685217,1
9098751648,1
909F6,1
90B006,1
90E731,1
90J009,1
90T,1
9100,1
91006,1
91009,1
91010,1
91017,1
9104,1
91040P,1
91066,1
910H20,1
9110,1
9112,1
91208,1
912X04,1
9132,1
91320U,1
91322,1
91325,1
91335,1
91342W,1
9135,1
913608051032227,1
91362,1
9138,1
91381,1
91394,1
91403,1
91405,1
915,1
91505,1
9151416216,1
9151444837,1
9152,1
9152476434,1
9152505264,1
9152713885,1
9152782718,1
9153324105,1
9153480610,1
9153507034,1
9154207400,1
9154644124,1
9154813125,1
9155180031,1
9156245587,1
9156756720,1
9158530885,1
916,1
91601,1
9161260103,1
9161686236,1
9163272467,1
9163770067,1
9163868256,1
9164,1
9164256327,1
9164768001,1
9165352202,1
9165456872,1
9165537030,1
9165604753,1
9165874801,1
9165875030,1
9166,1
9166808251,1
9166844642,1
9167222506,1
9167347387,1
9167667176,1
9167861585,1
9168387252,1
9168653500,1
9168750471,1
9168828065,1
9168828385,1
9168880565,1
9170,1
91701,1
917066268536101,1
9170X8,1
9174,1
91750X,1
91761,1
91764,1
9178,1
91784,1
91786,1
91791,1
917Q22,1
918,1
91908,1
9192,1
91932,1
9194,1
91942,1
91951,1
91F206,1
91I706,1
91P356,1
91Q394,1
91R306,1
91S,1
91T01,1
92,1
92007,1
9201V,1
92037,1
92038,1
92071,1
92083,1
92088,1
9209,1
92101,1
92109,1
92111,1
92116,1
92120,1
92122,1
92124,1
9213,1
9214,1
9215F4,1
921M45,1
9220,1
92223,1
92261,1
92263,1
92264,1
92270,1
92277,1
922Q03,1
92307,1
92311,1
92324S,1
9233,1
9234,1
92340,1
92344Y,1
92345,1
9236,1
9237,1
923L44,1
923T37,1
923Y94,1
924,1
92407,1
9242,1
924571,1
925,1
9250I7,1
9251181150,1
9251505610,1
9251751363,1
9252212771,1
9252240208,1
9253276773,1
9253340847,1
9253588254,1
9254,1
9254028455,1
92543,1
92544J,1
9255,1
92551,1
9255353748,1
9255614076,1
925579098332472,1
9256016071,1
9256413078,1
9258,1
9258252034,1
9258N4,1
92595V,1
925A95,1
925L62,1
9260,1
92630,1
9264,1
92646,1
92651,1
9268,1
92684,1
926E26,1
926K92,1
92728,1
9276,1
9280,1
92808K,1
9280A8,1
92812,1
92831,1
92835,1
9284,1
92841,1
92844C,1
9285,1
